title	symbol	value	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪長質片岩 高P/T型広域変成岩　角閃岩相	D3-P1_mscfe_ham	ff8114	255	129	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相	felsic schist amphibolite facies rock of high P/T  regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 珪長質片岩 高P/T型広域変成岩　角閃岩相	Ca-O_mscfe_ham	ff8214	255	130	20	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相	felsic schist amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	K122-Pg12_mscfe_hag	ff8314	255	131	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	felsic schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	K112-121_mscfe_hag	ff8414	255	132	20	中生代 前期白亜紀 バランギニアン期〜アプチアン期	Mesozoic Early Cretaceous Valanginian - Aptian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	felsic schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	Tr22-J31_mscfe_hag	ff8514	255	133	20	中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期	Mesozoic Late Triassic Ladinian - Late Jurassic Oxfordian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	felsic schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	D3-P1_mscfe_hag	ff8614	255	134	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	felsic schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	Ca-O_mscfe_hag	ff8714	255	135	20	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相	felsic schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪長質片岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	K122-Pg12_mscfe_hec	ff8814	255	136	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	felsic schist high P/T metamorphic rocks experienced eclogite facies regional metamorphism
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪長質片岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	D3-P1_mscfe_hec	ff8914	255	137	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	felsic schist high P/T metamorphic rocks experienced eclogite facies regional metamorphism
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	K122-Pg12_msmsi_ham	ff8a14	255	138	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	siliceous  schist, granofels, gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	K112-121_msmsi_ham	ff8b14	255	139	20	中生代 前期白亜紀 バランギニアン期〜アプチアン期	Mesozoic Early Cretaceous Valanginian - Aptian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	siliceous  schist, granofels, gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	Tr22-J31_msmsi_ham	ff8c14	255	140	20	中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期	Mesozoic Late Triassic Ladinian - Late Jurassic Oxfordian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	siliceous  schist, granofels, gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	D3-P1_msmsi_ham	ff8d14	255	141	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	siliceous  schist, granofels, gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	Ca-O_msmsi_ham	ff8e14	255	142	20	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相	siliceous  schist, granofels, gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	K122-Pg12_msmsi_hag	ff8f14	255	143	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	siliceous  schist, granofels, gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	K112-121_msmsi_hag	ff9014	255	144	20	中生代 前期白亜紀 バランギニアン期〜アプチアン期	Mesozoic Early Cretaceous Valanginian - Aptian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	siliceous  schist, granofels, gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	Tr22-J31_msmsi_hag	ff9114	255	145	20	中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期	Mesozoic Late Triassic Ladinian - Late Jurassic Oxfordian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	siliceous  schist, granofels, gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	D3-P1_msmsi_hag	ff9214	255	146	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	siliceous  schist, granofels, gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	Ca-O_msmsi_hag	ff9314	255	147	20	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	siliceous  schist, granofels, gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	K122-Pg12_mgnsi_hab	ff9414	255	148	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous gneiss albite-biotite zone of high P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	D3-P1_mgnsi_hab	ff9514	255	149	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous gneiss albite-biotite zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片麻岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	K122-Pg12_mgnsi_hob	ff9614	255	150	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	siliceous gneiss oligoclase-biotite zone of high P/T  regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片麻岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	K122-Pg12_mgnsi_hec	ff9714	255	151	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	siliceous gneiss high P/T metamorphic rocks experienced eclogite facies regional metamorphism
中生代 後期ジュラ紀 チトニアン期〜前期白亜紀 アプチアン期, チャート 前期白亜紀後期-後期白亜紀前期付加体	J33-K121_soh_K1	ff9800	255	152	0	中生代 後期ジュラ紀 チトニアン期〜前期白亜紀 アプチアン期	Mesozoic Late Jurassic Tithonian - Early Cretaceous Aptian	付加体	Accretionary complexes	チャート 前期白亜紀後期-後期白亜紀前期付加体	chert late Early to early Late Cretaceous accretionary complex
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片麻岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	D3-P1_mgnsi_hec	ff9814	255	152	20	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	siliceous gneiss high P/T metamorphic rocks experienced eclogite facies regional metamorphism
新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 海成層 礫岩	Pg1_soc	ff985a	255	152	90	新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片麻岩 高P/T型広域変成岩　角閃岩相	K122-Pg12_mgnsi_ham	ff9914	255	153	20	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　角閃岩相	siliceous gneiss amphibolite facies rock of high P/T  regional metamorphic rocks
