# 20万分の1日本シームレス地質図V2
"RGB","comment"
"0849e1","[Tr22-J31_msnca_ham] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相"
"084ae1","[D3-P1_msnca_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相"
"084be1","[Ca-O_msnca_ham] 古生代 カンブリア紀〜オルドビス紀, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相"
"084ce1","[K122-Pg12_msnca_hag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"084de1","[K112-121_msnca_hag] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"084ee1","[Tr22-J31_msnca_hag] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"084fe1","[D3-P1_msnca_hag] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"0850e1","[Ca-O_msnca_hag] 古生代 カンブリア紀〜オルドビス紀, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"0851e1","[K122-Pg12_msgca_ham] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相"
"0852e1","[K112-121_msgca_ham] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相"
"0853e1","[Tr22-J31_msgca_ham] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相"
"0854e1","[D3-P1_msgca_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相"
"0855e1","[Ca-O_msgca_ham] 古生代 カンブリア紀〜オルドビス紀, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相"
"0856e1","[K122-Pg12_msgca_hag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"0857e1","[K112-121_msgca_hag] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"0858e1","[Tr22-J31_msgca_hag] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"0859e1","[D3-P1_msgca_hag] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"085ae1","[Ca-O_msgca_hag] 古生代 カンブリア紀〜オルドビス紀, 石灰質片麻岩・石灰質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"086f9d","[K122-Pg12_msgpe_hab] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　アルバイト黒雲母帯"
"086f9e","[K122-Pg12_msgpe_hag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"087100","[K122-Pg12_mscma_hc] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　緑泥石帯"
"09406c","[Ca-O_mrga_hg] 古生代 カンブリア紀〜オルドビス紀, 変成斑れい岩 高P/T型広域変成岩　ざくろ石帯"
"09709e","[K122-Pg12_msgpe_hob] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　オリゴクレース黒雲母帯"
"097100","[K112-121_mscma_hc] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片岩 高P/T型広域変成岩　緑泥石帯"
"0a406c","[K122-Pg12_mrga_hab] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 高P/T型広域変成岩　アルバイト黒雲母帯"
"0a7100","[Tr22-J31_mscma_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片岩 高P/T型広域変成岩　緑泥石帯"
"0b406c","[D3-P1_mrga_hab] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成斑れい岩 高P/T型広域変成岩　アルバイト黒雲母帯"
"0b7100","[D3-P1_mscma_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片岩 高P/T型広域変成岩　緑泥石帯"
"0b96ff","[K22_sol] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 海成層 石灰岩"
"0c406c","[K122-Pg12_mrga_hob] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 高P/T型広域変成岩　オリゴクレース黒雲母帯"
"0c7100","[Ca-O_mscma_hc] 古生代 カンブリア紀〜オルドビス紀, 苦鉄質片岩 高P/T型広域変成岩　緑泥石帯"
"0d406c","[K122-Pg12_mrga_hec] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"0d7100","[K122-Pg12_mscma_hg] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　ざくろ石帯"
"0e2a77","[O-S_pu_o] 古生代 オルドビス紀〜シルル紀, 超苦鉄質岩類 海洋"
"0e406c","[D3-P1_mrga_hec] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成斑れい岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"0e7100","[K112-121_mscma_hg] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片岩 高P/T型広域変成岩　ざくろ石帯"
"0f2e00","[D3-P1_mscpe_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩 高P/T型広域変成岩　緑泥石帯"
"0f406c","[K11-121_mrga_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 変成斑れい岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"0f7100","[Tr22-J31_mscma_hg] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片岩 高P/T型広域変成岩　ざくろ石帯"
"0f96b4","[J1_son] 中生代 前期ジュラ紀, 海成層 石灰質シルト岩・砂岩"
"102f00","[D3-P1_msl_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 粘板岩  高P/T型広域変成岩　緑泥石帯"
"102f01","[D3-P1_mpype_hc] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質千枚岩 高P/T型広域変成岩　緑泥石帯"
"102f02","[D3-P1_mpype_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質千枚岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"10406c","[Tr22-J31_mrga_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 変成斑れい岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"107100","[D3-P1_mscma_hg] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片岩 高P/T型広域変成岩　ざくろ石帯"
"11406c","[D3-P1_mrga_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成斑れい岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"117100","[Ca-O_mscma_hg] 古生代 カンブリア紀〜オルドビス紀, 苦鉄質片岩 高P/T型広域変成岩　ざくろ石帯"
"119db9","[J2_son] 中生代 中期ジュラ紀, 海成層 石灰質シルト岩・砂岩"
"12406c","[Pg2-N121_mrga_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成斑れい岩 低P/T型広域変成岩　黒雲母帯"
"127100","[K122-Pg12_mscma_hab] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　アルバイト黒雲母帯"
"13406c","[K2-Pg12_mrga_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 低P/T型広域変成岩　黒雲母帯"
"137100","[D3-P1_mscma_hab] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片岩 高P/T型広域変成岩　アルバイト黒雲母帯"
"13a4be","[J3_son] 中生代 後期ジュラ紀, 海成層 石灰質シルト岩・砂岩"
"14406c","[K12_mrga_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成斑れい岩 低P/T型広域変成岩　黒雲母帯"
"147100","[K122-Pg12_mscma_hob] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯"
"15406c","[Tr1-32_mrga_lb] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成斑れい岩 低P/T型広域変成岩　黒雲母帯"
"157100","[K11-121_mscma_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 苦鉄質片岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"15abc3","[K11_son] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 海成層 石灰質シルト岩・砂岩"
"16406c","[Pg2-N121_mrga_lkc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯"
"167100","[Tr22-J31_mscma_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"17406c","[K2-Pg12_mrga_lkc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯"
"177100","[D3-P1_mscma_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"17b2c8","[K12_son] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 海成層 石灰質シルト岩・砂岩"
"18406c","[Tr1-32_mrga_lkc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯"
"187100","[K122-Pg12_mscma_ham] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相"
"19406c","[Pg2-N121_mrga_lks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成斑れい岩 低P/T型広域変成岩　珪線石カリ長石帯"
"197100","[K112-121_mscma_ham] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相"
"19b9cd","[K21_son] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 海成層 石灰質シルト岩・砂岩"
"1a237d","[K122-Pg12_mscpe_hec] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"1a406c","[K2-Pg12_mrga_lks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 低P/T型広域変成岩　珪線石カリ長石帯"
"1a7100","[Tr22-J31_mscma_ham] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相"
"1b0c00","[D3-P1_mscpe_hab] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩 高P/T型広域変成岩　アルバイト黒雲母帯"
"1b247e","[K122-Pg12_msgpe_hec] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"1b247f","[K122-Pg12_mgmpe_hec] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"1b406c","[K12_mrga_lks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成斑れい岩 低P/T型広域変成岩　珪線石カリ長石帯"
"1b7100","[D3-P1_mscma_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相"
"1bc0d2","[K22_son] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 海成層 石灰質シルト岩・砂岩"
"1c0d01","[D3-P1_mscpe_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩 高P/T型広域変成岩　角閃岩相"
"1c406c","[Tr1-32_mrga_lks] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成斑れい岩 低P/T型広域変成岩　珪線石カリ長石帯"
"1c7100","[Ca-O_mscma_ham] 古生代 カンブリア紀〜オルドビス紀, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相"
"1d0e02","[D3-P1_mscpe_hag] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"1d406c","[Pg2-N121_mrga_lgc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成斑れい岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"1d7100","[K122-Pg12_mscma_hag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"1da0ff","[Pg1_sol] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 海成層 石灰岩"
"1db4ff","[Pg2_sol] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 海成層 石灰岩"
"1dc7d7","[Pg1_son] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 海成層 石灰質シルト岩・砂岩"
"1dc8ff","[Pg3_sol] 新生代 古第三紀 漸新世 ルペリアン期, 海成層 石灰岩"
"1dced7","[Pg2_son] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 海成層 石灰質シルト岩・砂岩"
"1dd5d7","[Pg3_son] 新生代 古第三紀 漸新世 ルペリアン期, 海成層 石灰質シルト岩・砂岩"
"1ddcd7","[Pg4_son] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 海成層 石灰質シルト岩・砂岩"
"1ddcff","[Pg4_sol] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 海成層 石灰岩"
"1df0d7","[N1_son] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 海成層 石灰質シルト岩・砂岩"
"1df0ff","[N1_sol] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 海成層 石灰岩"
"1e0f03","[D3-P1_msmpe_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"1e1de1","[Pg2-N121_mrls_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 大理石 低P/T型広域変成岩　黒雲母帯"
"1e406c","[K2-Pg12_mrga_lgc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成斑れい岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"1e7100","[K112-121_mscma_hag] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片岩 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"1f1004","[D3-P1_msmpe_hag] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
